keyword;id;title;channel;duration;views;thumbnails;publish_time;url_suffix;cmt_author;comment;cmt_time;cmt_likes
poverty and senegal;FxAc0McBOWY;Senegal. Documentary: The Silence of Senegal;Vento Maestrale;42:18;21 147 v;https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDI-8Wk5C1ttF7Wf_G9bEDgact8EA, https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAz1jSPyp1pc43sDJ00RtY3TAGaVg;il y a 3 ans;/watch?v=FxAc0McBOWY;Irene Davo;764 Subscribers;2022-05-19T00:15:09Z;0
poverty and senegal;FxAc0McBOWY;Senegal. Documentary: The Silence of Senegal;Vento Maestrale;42:18;21 147 v;https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDI-8Wk5C1ttF7Wf_G9bEDgact8EA, https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAz1jSPyp1pc43sDJ00RtY3TAGaVg;il y a 3 ans;/watch?v=FxAc0McBOWY;Blakk Diamond;This is not all Senegal;2022-03-09T02:31:45Z;0
poverty and senegal;FxAc0McBOWY;Senegal. Documentary: The Silence of Senegal;Vento Maestrale;42:18;21 147 v;https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDI-8Wk5C1ttF7Wf_G9bEDgact8EA, https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAz1jSPyp1pc43sDJ00RtY3TAGaVg;il y a 3 ans;/watch?v=FxAc0McBOWY;osama amir;Great vedio �;2022-02-09T20:17:08Z;1
poverty and senegal;FxAc0McBOWY;Senegal. Documentary: The Silence of Senegal;Vento Maestrale;42:18;21 147 v;https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDI-8Wk5C1ttF7Wf_G9bEDgact8EA, https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAz1jSPyp1pc43sDJ00RtY3TAGaVg;il y a 3 ans;/watch?v=FxAc0McBOWY;Kelvin Naholo;"Wow, I loved this from Namibia 🇳🇦🇳🇦🇳🇦. It is so unique and peaceful village lifestyle and people are content. This is contrary to the world view on Africa that&#39;s always bombarded into our heads by Western media that Africa is the mother of all sufferings. I would this film is a reflection of 80% rural life in Africa in conflict free zones. These people are not begging anybody for help till trouble is fomented elsewhere to tear";2022-01-31T15:27:53Z;2
poverty and senegal;FxAc0McBOWY;Senegal. Documentary: The Silence of Senegal;Vento Maestrale;42:18;21 147 v;https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDI-8Wk5C1ttF7Wf_G9bEDgact8EA, https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAz1jSPyp1pc43sDJ00RtY3TAGaVg;il y a 3 ans;/watch?v=FxAc0McBOWY;Kelvin Naholo;"Wow, I loved this from Namibia 🇳🇦🇳🇦🇳🇦. It is so unique and peaceful village lifestyle and people are content. This is contrary to the world view on Africa that&#39;s always bombarded into our heads by Western media that Africa is the mother of all sufferings. I would this film is a reflection of 80% rural life in Africa in conflict free zones. These people are not begging anybody for help till trouble is fomented elsewhere to tear";2022-01-31T15:27:30Z;0
poverty and senegal;FxAc0McBOWY;Senegal. Documentary: The Silence of Senegal;Vento Maestrale;42:18;21 147 v;https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDI-8Wk5C1ttF7Wf_G9bEDgact8EA, https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAz1jSPyp1pc43sDJ00RtY3TAGaVg;il y a 3 ans;/watch?v=FxAc0McBOWY;Ib Cham;"THE DEVIL&#39;S  CAME,  MESS  WITH OUR CIVILIZATION  THEN  DIVIDE  AND RULE OSS....�";2021-12-19T09:58:00Z;0
poverty and senegal;FxAc0McBOWY;Senegal. Documentary: The Silence of Senegal;Vento Maestrale;42:18;21 147 v;https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDI-8Wk5C1ttF7Wf_G9bEDgact8EA, https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAz1jSPyp1pc43sDJ00RtY3TAGaVg;il y a 3 ans;/watch?v=FxAc0McBOWY;Phung Linh;May I ask which this region is in Senegal pls;2021-12-14T03:49:26Z;1
poverty and senegal;FxAc0McBOWY;Senegal. Documentary: The Silence of Senegal;Vento Maestrale;42:18;21 147 v;https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDI-8Wk5C1ttF7Wf_G9bEDgact8EA, https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAz1jSPyp1pc43sDJ00RtY3TAGaVg;il y a 3 ans;/watch?v=FxAc0McBOWY;Aqeel Ahmed;i love senegal .i m from pakistan the islamic republic;2021-10-31T13:25:24Z;0
poverty and senegal;FxAc0McBOWY;Senegal. Documentary: The Silence of Senegal;Vento Maestrale;42:18;21 147 v;https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDI-8Wk5C1ttF7Wf_G9bEDgact8EA, https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAz1jSPyp1pc43sDJ00RtY3TAGaVg;il y a 3 ans;/watch?v=FxAc0McBOWY;W Dean;Beautiful. Thank you!;2021-10-09T21:06:44Z;0
poverty and senegal;FxAc0McBOWY;Senegal. Documentary: The Silence of Senegal;Vento Maestrale;42:18;21 147 v;https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDI-8Wk5C1ttF7Wf_G9bEDgact8EA, https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAz1jSPyp1pc43sDJ00RtY3TAGaVg;il y a 3 ans;/watch?v=FxAc0McBOWY;ICEGAMBIA;This not Senegal;2021-09-21T04:44:25Z;0
poverty and senegal;FxAc0McBOWY;Senegal. Documentary: The Silence of Senegal;Vento Maestrale;42:18;21 147 v;https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDI-8Wk5C1ttF7Wf_G9bEDgact8EA, https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAz1jSPyp1pc43sDJ00RtY3TAGaVg;il y a 3 ans;/watch?v=FxAc0McBOWY;Sonya Evans;"'D3D'E   9DJCE !   AFRICAN INDIGENOUS SISTERS HAVE FAKE FAKE FAKE HAIR, MAKEUP !!! IT IS REALLY SAD THAT THEY DON&#39;T LIKE THEMSELVES NATURALLY...THE AFFECTS OF COLONIAL RULE, THEY ARE STILL EXISTING !!!   BE YOUR BEAUTIFUL SELVESTONE";2021-08-11T19:46:53Z;0
poverty and senegal;FxAc0McBOWY;Senegal. Documentary: The Silence of Senegal;Vento Maestrale;42:18;21 147 v;https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDI-8Wk5C1ttF7Wf_G9bEDgact8EA, https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAz1jSPyp1pc43sDJ00RtY3TAGaVg;il y a 3 ans;/watch?v=FxAc0McBOWY;Shelbourne King;They seem so peaceful and happy.;2021-07-02T02:16:14Z;2
poverty and senegal;FxAc0McBOWY;Senegal. Documentary: The Silence of Senegal;Vento Maestrale;42:18;21 147 v;https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDI-8Wk5C1ttF7Wf_G9bEDgact8EA, https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAz1jSPyp1pc43sDJ00RtY3TAGaVg;il y a 3 ans;/watch?v=FxAc0McBOWY;Margaret Kichenama;SAVE OUR BEAUTIFUL 🌏 PLANET!  Thank you for  such a Unique and Magnificent Fil;2021-06-05T12:53:57Z;2
poverty and senegal;FxAc0McBOWY;Senegal. Documentary: The Silence of Senegal;Vento Maestrale;42:18;21 147 v;https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDI-8Wk5C1ttF7Wf_G9bEDgact8EA, https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAz1jSPyp1pc43sDJ00RtY3TAGaVg;il y a 3 ans;/watch?v=FxAc0McBOWY;john hawkins hawkins;Wonderful. Jerejef!;2021-04-16T14:57:00Z;1
poverty and senegal;FxAc0McBOWY;Senegal. Documentary: The Silence of Senegal;Vento Maestrale;42:18;21 147 v;https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDI-8Wk5C1ttF7Wf_G9bEDgact8EA, https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAz1jSPyp1pc43sDJ00RtY3TAGaVg;il y a 3 ans;/watch?v=FxAc0McBOWY;SKINNY&RICH;So, so exquisite and artistic!;2021-03-28T14:23:22Z;1
poverty and senegal;FxAc0McBOWY;Senegal. Documentary: The Silence of Senegal;Vento Maestrale;42:18;21 147 v;https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDI-8Wk5C1ttF7Wf_G9bEDgact8EA, https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAz1jSPyp1pc43sDJ00RtY3TAGaVg;il y a 3 ans;/watch?v=FxAc0McBOWY;Paul Hanson;standing up cool. thank you;2021-02-15T18:14:47Z;1
poverty and senegal;FxAc0McBOWY;Senegal. Documentary: The Silence of Senegal;Vento Maestrale;42:18;21 147 v;https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDI-8Wk5C1ttF7Wf_G9bEDgact8EA, https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAz1jSPyp1pc43sDJ00RtY3TAGaVg;il y a 3 ans;/watch?v=FxAc0McBOWY;mingyi sun;Such a beautiful film.;2021-01-17T15:13:10Z;5
poverty and senegal;FxAc0McBOWY;Senegal. Documentary: The Silence of Senegal;Vento Maestrale;42:18;21 147 v;https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDI-8Wk5C1ttF7Wf_G9bEDgact8EA, https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAz1jSPyp1pc43sDJ00RtY3TAGaVg;il y a 3 ans;/watch?v=FxAc0McBOWY;CeeSanchara TV;Omg she was scrubbing him so hard it hurt him awwwwh 😢;2020-11-11T07:42:50Z;4
poverty and senegal;FxAc0McBOWY;Senegal. Documentary: The Silence of Senegal;Vento Maestrale;42:18;21 147 v;https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDI-8Wk5C1ttF7Wf_G9bEDgact8EA, https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAz1jSPyp1pc43sDJ00RtY3TAGaVg;il y a 3 ans;/watch?v=FxAc0McBOWY;sudheer tvs;Nice video;2020-07-10T03:24:56Z;3
poverty and senegal;FxAc0McBOWY;Senegal. Documentary: The Silence of Senegal;Vento Maestrale;42:18;21 147 v;https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDI-8Wk5C1ttF7Wf_G9bEDgact8EA, https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAz1jSPyp1pc43sDJ00RtY3TAGaVg;il y a 3 ans;/watch?v=FxAc0McBOWY;PRAKRITA TELEVISION;"This is a very touchy &amp; informative documentary film. Make quality also good. And I really like it. <br><br>Now, every short film lover can know various &amp; multi nation culture by watching different countries short films via YouTube. Dear short film lover, you can watch young film maker PRACHYO PALASH made some short film  by clicking the link is below: <a href=""https://www.youtube.com/watch?v=OFfIPPENH7E&amp;list=PLj7rTlWLsFWzz6SXKQNhYcIlNgEhzXwbt"">https://www.youtube.com/watch?v=OFfIPPENH7E&amp;list=PLj7rTlWLsFWzz6SXKQNhYcIlNgEhzXwbt</a>";2020-06-17T03:14:38Z;0
poverty and senegal;FxAc0McBOWY;Senegal. Documentary: The Silence of Senegal;Vento Maestrale;42:18;21 147 v;https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDI-8Wk5C1ttF7Wf_G9bEDgact8EA, https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAz1jSPyp1pc43sDJ00RtY3TAGaVg;il y a 3 ans;/watch?v=FxAc0McBOWY;Mary Ndong;"Vedete il paese senegalese vivano male mangiano male hanno situazioni difficili però c&#39;è sempre il divertimento è sono fieri di loro stessi bambini ,adulti e vecchi tutti sanno cosa fare adulti e piccoli tutti in piedi a cercare qualcosa,non c&#39;è l&#39;hanno quello che abbiano gli altri però hanno sempre soluzioni come vivere,le persone stanno male non manco  ospedale,le gente che non manco da mangiare,nasce un bambino non c&#39;è la manco latte però vivano sempre,lo sai perché? Perché sono nati in questo situazioni e vivano in questo situazioni questo video merita di essere guardata anzi più più di milioni di persone devono guardare cosi le gente che stanno sempre  lamentarsi di loro vita capiranno che c&#39;è gente che vive più male di loro....io sono fiera di essere";2019-07-05T18:35:31Z;6
poverty and senegal;FxAc0McBOWY;Senegal. Documentary: The Silence of Senegal;Vento Maestrale;42:18;21 147 v;https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDI-8Wk5C1ttF7Wf_G9bEDgact8EA, https://i.ytimg.com/vi/FxAc0McBOWY/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAz1jSPyp1pc43sDJ00RtY3TAGaVg;il y a 3 ans;/watch?v=FxAc0McBOWY;Andrés Vier;Hermosas imágenes del hermano continente africano! Mucha fuerza para los afrodescendientes en todo el mundo;2019-05-09T16:53:09Z;2
poverty and senegal;KdQEJIA2peE;Sénégal: Pauvreté & Corruption, l'omerta républica;Sénégal Liberté Développe;24:31;44 913 v;https://i.ytimg.com/vi/KdQEJIA2peE/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDYWprx3ixS-TeeiS7Ga59Ajyat-g, https://i.ytimg.com/vi/KdQEJIA2peE/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLB8l9ePWF6gRu_qq0Wq0qsfA-0Ebw;il y a 5 ans;/watch?v=KdQEJIA2peE;Mamzokoundou Ba;"Seule un musulman ☪ soumis au règlement d&#39;allah le (souna) les règles du religions islam com ousmane s";2022-04-22T03:13:52Z;0
poverty and senegal;KdQEJIA2peE;Sénégal: Pauvreté & Corruption, l'omerta républica;Sénégal Liberté Développe;24:31;44 913 v;https://i.ytimg.com/vi/KdQEJIA2peE/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDYWprx3ixS-TeeiS7Ga59Ajyat-g, https://i.ytimg.com/vi/KdQEJIA2peE/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLB8l9ePWF6gRu_qq0Wq0qsfA-0Ebw;il y a 5 ans;/watch?v=KdQEJIA2peE;yacouba kane;merci beaucoup;2022-01-08T13:45:21Z;0
poverty and senegal;KdQEJIA2peE;Sénégal: Pauvreté & Corruption, l'omerta républica;Sénégal Liberté Développe;24:31;44 913 v;https://i.ytimg.com/vi/KdQEJIA2peE/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDYWprx3ixS-TeeiS7Ga59Ajyat-g, https://i.ytimg.com/vi/KdQEJIA2peE/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLB8l9ePWF6gRu_qq0Wq0qsfA-0Ebw;il y a 5 ans;/watch?v=KdQEJIA2peE;Al Amine;"Le Sénégal ne sera jamais développer avec des dirigeants aussi médiocres à la tête du gouvernement.<br>Et sachez que l&#39;Afrique n&#39;est pas pauvre,il est vendu et sacrifier par ses dirigeants avec l&#39;aide des occidentaux qui n&#39;y vois que leurs in";2021-07-23T15:35:28Z;0
poverty and senegal;KdQEJIA2peE;Sénégal: Pauvreté & Corruption, l'omerta républica;Sénégal Liberté Développe;24:31;44 913 v;https://i.ytimg.com/vi/KdQEJIA2peE/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDYWprx3ixS-TeeiS7Ga59Ajyat-g, https://i.ytimg.com/vi/KdQEJIA2peE/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLB8l9ePWF6gRu_qq0Wq0qsfA-0Ebw;il y a 5 ans;/watch?v=KdQEJIA2peE;the number00;Derrière tout ses fause promese .la France de merd biensur;2021-06-25T23:04:59Z;0
poverty and senegal;KdQEJIA2peE;Sénégal: Pauvreté & Corruption, l'omerta républica;Sénégal Liberté Développe;24:31;44 913 v;https://i.ytimg.com/vi/KdQEJIA2peE/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDYWprx3ixS-TeeiS7Ga59Ajyat-g, https://i.ytimg.com/vi/KdQEJIA2peE/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLB8l9ePWF6gRu_qq0Wq0qsfA-0Ebw;il y a 5 ans;/watch?v=KdQEJIA2peE;Teray baco;Que Allah aide tout les gens dans le pauvreté ichallah nous est quête pas un jour ichallah Allah vous aidera ichallah amine yaroibi 💔🤲😔�;2021-06-19T12:18:46Z;0
poverty and senegal;KdQEJIA2peE;Sénégal: Pauvreté & Corruption, l'omerta républica;Sénégal Liberté Développe;24:31;44 913 v;https://i.ytimg.com/vi/KdQEJIA2peE/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDYWprx3ixS-TeeiS7Ga59Ajyat-g, https://i.ytimg.com/vi/KdQEJIA2peE/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLB8l9ePWF6gRu_qq0Wq0qsfA-0Ebw;il y a 5 ans;/watch?v=KdQEJIA2peE;zikinfo_officiel;"Malheureusement il n&#39;a pas plus de 400 abonnés avec ses belles paroles. Nos soit disant vedettes ils que le KO s&#39;installe pour venir nous bourdonner les oreilles. Mais le combat continue. Il faut éradiquer ce  systè";2021-05-04T12:20:23Z;0
poverty and senegal;KdQEJIA2peE;Sénégal: Pauvreté & Corruption, l'omerta républica;Sénégal Liberté Développe;24:31;44 913 v;https://i.ytimg.com/vi/KdQEJIA2peE/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDYWprx3ixS-TeeiS7Ga59Ajyat-g, https://i.ytimg.com/vi/KdQEJIA2peE/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLB8l9ePWF6gRu_qq0Wq0qsfA-0Ebw;il y a 5 ans;/watch?v=KdQEJIA2peE;Pronsuda Samohom;Un message pour les afriquains ,<br>Fabriquer un gilet de sauvetage avant de partir en mer (direction Europe ), il y a trop de noyade !<br>Recuperer des boites en polystirène et le tour est jouer (sachant que vous êtes tres débrouillard )...<br>Que Boudha vous protèges mes amis,<br>Kiss de Ban;2021-02-26T03:22:56Z;2
poverty and senegal;KdQEJIA2peE;Sénégal: Pauvreté & Corruption, l'omerta républica;Sénégal Liberté Développe;24:31;44 913 v;https://i.ytimg.com/vi/KdQEJIA2peE/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDYWprx3ixS-TeeiS7Ga59Ajyat-g, https://i.ytimg.com/vi/KdQEJIA2peE/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLB8l9ePWF6gRu_qq0Wq0qsfA-0Ebw;il y a 5 ans;/watch?v=KdQEJIA2peE;Amadou Tidiane Sall;"Que Dieu t&#39;aime j&#39;ai vraiment aimé la vid�";2021-02-03T22:12:51Z;1
poverty and senegal;KdQEJIA2peE;Sénégal: Pauvreté & Corruption, l'omerta républica;Sénégal Liberté Développe;24:31;44 913 v;https://i.ytimg.com/vi/KdQEJIA2peE/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDYWprx3ixS-TeeiS7Ga59Ajyat-g, https://i.ytimg.com/vi/KdQEJIA2peE/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLB8l9ePWF6gRu_qq0Wq0qsfA-0Ebw;il y a 5 ans;/watch?v=KdQEJIA2peE;Forzarcl62;"Toujours a cracher sur la France 😂 mais vous avez fait quoi concrètement depuis qu&#39;on est parti, c&#39;est a dire depuis 60 an";2020-11-26T22:08:04Z;1
poverty and senegal;KdQEJIA2peE;Sénégal: Pauvreté & Corruption, l'omerta républica;Sénégal Liberté Développe;24:31;44 913 v;https://i.ytimg.com/vi/KdQEJIA2peE/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDYWprx3ixS-TeeiS7Ga59Ajyat-g, https://i.ytimg.com/vi/KdQEJIA2peE/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLB8l9ePWF6gRu_qq0Wq0qsfA-0Ebw;il y a 5 ans;/watch?v=KdQEJIA2peE;Diarra Radia;"C&#39;est vraiment bien je vous encourage !!!";2020-09-07T22:29:43Z;0
poverty and senegal;KdQEJIA2peE;Sénégal: Pauvreté & Corruption, l'omerta républica;Sénégal Liberté Développe;24:31;44 913 v;https://i.ytimg.com/vi/KdQEJIA2peE/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDYWprx3ixS-TeeiS7Ga59Ajyat-g, https://i.ytimg.com/vi/KdQEJIA2peE/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLB8l9ePWF6gRu_qq0Wq0qsfA-0Ebw;il y a 5 ans;/watch?v=KdQEJIA2peE;seydou ba;Aux USA vous verrez jamais un citoyen insulte un président seulement nous les africains qui sommes pas des responbles insultons nos présiden;2020-04-26T20:40:38Z;2
